city_name,country_iso_code,country_name,region_1_iso_code,region_1_name,region_2_iso_code,region_2_name
la Sènia,ES,Spain,CT,Catalonia,T,Tarragona
les Borges del Camp,ES,Spain,CT,Catalonia,T,Tarragona
les Preses,ES,Spain,CT,Catalonia,GI,Girona
Aceuchal,ES,Spain,EX,Extremadura,BA,Badajoz
Alange,ES,Spain,EX,Extremadura,BA,Badajoz
Albalá,ES,Spain,EX,Extremadura,CC,Caceres
Alburquerque,ES,Spain,EX,Extremadura,BA,Badajoz
Alconera,ES,Spain,EX,Extremadura,BA,Badajoz
Alcuéscar,ES,Spain,EX,Extremadura,CC,Caceres
Aldea Moret,ES,Spain,EX,Extremadura,CC,Caceres
Aldea del Cano,ES,Spain,EX,Extremadura,CC,Caceres
Almendralejo,ES,Spain,EX,Extremadura,BA,Badajoz
Almoharín,ES,Spain,EX,Extremadura,CC,Caceres
Arroyo de San Serván,ES,Spain,EX,Extremadura,BA,Badajoz
Arroyo de la Luz,ES,Spain,EX,Extremadura,CC,Caceres
Azuaga,ES,Spain,EX,Extremadura,BA,Badajoz
Badajoz,ES,Spain,EX,Extremadura,BA,Badajoz
Berlanga,ES,Spain,EX,Extremadura,BA,Badajoz
Bienvenida,ES,Spain,EX,Extremadura,BA,Badajoz
Bohonal de Ibor,ES,Spain,EX,Extremadura,CC,Caceres
Cabeza del Buey,ES,Spain,EX,Extremadura,BA,Badajoz
Cabezuela del Valle,ES,Spain,EX,Extremadura,CC,Caceres
Calamonte,ES,Spain,EX,Extremadura,BA,Badajoz
Calera de León,ES,Spain,EX,Extremadura,BA,Badajoz
Calzadilla de Los Barros,ES,Spain,EX,Extremadura,BA,Badajoz
Campanario,ES,Spain,EX,Extremadura,BA,Badajoz
Casatejada,ES,Spain,EX,Extremadura,CC,Caceres
Castuera,ES,Spain,EX,Extremadura,BA,Badajoz
Cañamero,ES,Spain,EX,Extremadura,CC,Caceres
Coria,ES,Spain,EX,Extremadura,CC,Caceres
Cuacos,ES,Spain,EX,Extremadura,CC,Caceres
Cáceres,ES,Spain,EX,Extremadura,CC,Caceres
Don Benito,ES,Spain,EX,Extremadura,BA,Badajoz
Fregenal de la Sierra,ES,Spain,EX,Extremadura,BA,Badajoz
Fuente de Cantos,ES,Spain,EX,Extremadura,BA,Badajoz
Fuente del Arco,ES,Spain,EX,Extremadura,BA,Badajoz
Fuente del Maestre,ES,Spain,EX,Extremadura,BA,Badajoz
Fuentes de León,ES,Spain,EX,Extremadura,BA,Badajoz
Garrovillas,ES,Spain,EX,Extremadura,CC,Caceres
Granadilla,ES,Spain,EX,Extremadura,CC,Caceres
Granja de Torrehermosa,ES,Spain,EX,Extremadura,BA,Badajoz
Guadiana del Caudillo,ES,Spain,EX,Extremadura,BA,Badajoz
Guareña,ES,Spain,EX,Extremadura,BA,Badajoz
Hernán Cortés,ES,Spain,EX,Extremadura,BA,Badajoz
Herrera del Duque,ES,Spain,EX,Extremadura,BA,Badajoz
Hervás,ES,Spain,EX,Extremadura,CC,Caceres
Higuera la Real,ES,Spain,EX,Extremadura,BA,Badajoz
Hornachos,ES,Spain,EX,Extremadura,BA,Badajoz
Hoyos,ES,Spain,EX,Extremadura,CC,Caceres
Huertas de Ánimas,ES,Spain,EX,Extremadura,CC,Caceres
Jaraíz de la Vera,ES,Spain,EX,Extremadura,CC,Caceres
Jerez de los Caballeros,ES,Spain,EX,Extremadura,BA,Badajoz
La Coronada,ES,Spain,EX,Extremadura,BA,Badajoz
La Garrovilla,ES,Spain,EX,Extremadura,BA,Badajoz
La Haba,ES,Spain,EX,Extremadura,BA,Badajoz
Llerena,ES,Spain,EX,Extremadura,BA,Badajoz
Lobón,ES,Spain,EX,Extremadura,BA,Badajoz
Logrosán,ES,Spain,EX,Extremadura,CC,Caceres
Los Santos de Maimona,ES,Spain,EX,Extremadura,BA,Badajoz
Madrigalejo,ES,Spain,EX,Extremadura,CC,Caceres
Madroñera,ES,Spain,EX,Extremadura,CC,Caceres
Malpartida de Cáceres,ES,Spain,EX,Extremadura,CC,Caceres
Malpartida de Plasencia,ES,Spain,EX,Extremadura,CC,Caceres
Miajadas,ES,Spain,EX,Extremadura,CC,Caceres
Monroy,ES,Spain,EX,Extremadura,CC,Caceres
Montehermoso,ES,Spain,EX,Extremadura,CC,Caceres
Montemolín,ES,Spain,EX,Extremadura,BA,Badajoz
Monterrubio de la Serena,ES,Spain,EX,Extremadura,BA,Badajoz
Montijo,ES,Spain,EX,Extremadura,BA,Badajoz
Moraleja,ES,Spain,EX,Extremadura,CC,Caceres
Mérida,ES,Spain,EX,Extremadura,BA,Badajoz
Navalmoral de la Mata,ES,Spain,EX,Extremadura,CC,Caceres
Navalvillar de Pela,ES,Spain,EX,Extremadura,BA,Badajoz
Oliva de la Frontera,ES,Spain,EX,Extremadura,BA,Badajoz
Olivenza,ES,Spain,EX,Extremadura,BA,Badajoz
Peñalsordo,ES,Spain,EX,Extremadura,BA,Badajoz
Pinofranqueado,ES,Spain,EX,Extremadura,CC,Caceres
Piornal,ES,Spain,EX,Extremadura,CC,Caceres
Plasencia,ES,Spain,EX,Extremadura,CC,Caceres
Puebla de Obando,ES,Spain,EX,Extremadura,BA,Badajoz
Puebla de Sancho Pérez,ES,Spain,EX,Extremadura,BA,Badajoz
Puebla de la Calzada,ES,Spain,EX,Extremadura,BA,Badajoz
Quintana de la Serena,ES,Spain,EX,Extremadura,BA,Badajoz
Ribera del Fresno,ES,Spain,EX,Extremadura,BA,Badajoz
Ríolobos,ES,Spain,EX,Extremadura,CC,Caceres
Salvaleón,ES,Spain,EX,Extremadura,BA,Badajoz
San Vicente de Alcántara,ES,Spain,EX,Extremadura,BA,Badajoz
Santa Amalia,ES,Spain,EX,Extremadura,BA,Badajoz
Santiago del Campo,ES,Spain,EX,Extremadura,CC,Caceres
Segura de León,ES,Spain,EX,Extremadura,BA,Badajoz
Sierra de Fuentes,ES,Spain,EX,Extremadura,CC,Caceres
Talarrubias,ES,Spain,EX,Extremadura,BA,Badajoz
Talavera La Real,ES,Spain,EX,Extremadura,BA,Badajoz
Talayuela,ES,Spain,EX,Extremadura,CC,Caceres
Torrejoncillo,ES,Spain,EX,Extremadura,CC,Caceres
Torremegía,ES,Spain,EX,Extremadura,BA,Badajoz
Torremenga,ES,Spain,EX,Extremadura,CC,Caceres
Trasierra,ES,Spain,EX,Extremadura,BA,Badajoz
Trujillo,ES,Spain,EX,Extremadura,CC,Caceres
Valdelacalzada,ES,Spain,EX,Extremadura,BA,Badajoz
Valencia de Alcántara,ES,Spain,EX,Extremadura,CC,Caceres
Valverde de Leganés,ES,Spain,EX,Extremadura,BA,Badajoz
Valverde del Fresno,ES,Spain,EX,Extremadura,CC,Caceres
Viandar de la Vera,ES,Spain,EX,Extremadura,CC,Caceres
Villafranca de los Barros,ES,Spain,EX,Extremadura,BA,Badajoz
Villanueva de la Serena,ES,Spain,EX,Extremadura,BA,Badajoz
Villanueva de la Vera,ES,Spain,EX,Extremadura,CC,Caceres
Villanueva del Fresno,ES,Spain,EX,Extremadura,BA,Badajoz
Villar del Rey,ES,Spain,EX,Extremadura,BA,Badajoz
Zafra,ES,Spain,EX,Extremadura,BA,Badajoz
Zalamea de la Serena,ES,Spain,EX,Extremadura,BA,Badajoz
A Cañiza,ES,Spain,GA,Galicia,PO,Pontevedra
A Coruña,ES,Spain,GA,Galicia,C,A Coruña
A Estrada,ES,Spain,GA,Galicia,PO,Pontevedra
A Guarda,ES,Spain,GA,Galicia,PO,Pontevedra
A Pobra do Caramiñal,ES,Spain,GA,Galicia,C,A Coruña
Ames,ES,Spain,GA,Galicia,C,A Coruña
Amoeiro,ES,Spain,GA,Galicia,OR,Ourense
Antas de Ulla,ES,Spain,GA,Galicia,LU,Lugo
Aranga,ES,Spain,GA,Galicia,C,A Coruña
Ares,ES,Spain,GA,Galicia,C,A Coruña
Arteixo,ES,Spain,GA,Galicia,C,A Coruña
Arzúa,ES,Spain,GA,Galicia,C,A Coruña
As Pontes de García Rodríguez,ES,Spain,GA,Galicia,C,A Coruña
Avión,ES,Spain,GA,Galicia,OR,Ourense
Bardullas,ES,Spain,GA,Galicia,C,A Coruña
Barreiros,ES,Spain,GA,Galicia,LU,Lugo
Barro,ES,Spain,GA,Galicia,PO,Pontevedra
Becerreá,ES,Spain,GA,Galicia,LU,Lugo
Bergondo,ES,Spain,GA,Galicia,C,A Coruña
Bertamirans,ES,Spain,GA,Galicia,C,A Coruña
Betanzos,ES,Spain,GA,Galicia,C,A Coruña
Boiro,ES,Spain,GA,Galicia,C,A Coruña
Brión,ES,Spain,GA,Galicia,C,A Coruña
Bueu,ES,Spain,GA,Galicia,PO,Pontevedra
Burela de Cabo,ES,Spain,GA,Galicia,LU,Lugo
Cabanas,ES,Spain,GA,Galicia,C,A Coruña
Cabreira,ES,Spain,GA,Galicia,PO,Pontevedra
Camariñas,ES,Spain,GA,Galicia,C,A Coruña
Cambados,ES,Spain,GA,Galicia,PO,Pontevedra
Cambre,ES,Spain,GA,Galicia,C,A Coruña
Cangas,ES,Spain,GA,Galicia,LU,Lugo
Cangas do Morrazo,ES,Spain,GA,Galicia,PO,Pontevedra
Carballo,ES,Spain,GA,Galicia,C,A Coruña
Cariño,ES,Spain,GA,Galicia,C,A Coruña
Carnota,ES,Spain,GA,Galicia,C,A Coruña
Carral,ES,Spain,GA,Galicia,C,A Coruña
Cartelle,ES,Spain,GA,Galicia,OR,Ourense
Celanova,ES,Spain,GA,Galicia,OR,Ourense
Chantada,ES,Spain,GA,Galicia,LU,Lugo
Chave,ES,Spain,GA,Galicia,C,A Coruña
Culleredo,ES,Spain,GA,Galicia,C,A Coruña
Cuntis,ES,Spain,GA,Galicia,PO,Pontevedra
Fene,ES,Spain,GA,Galicia,C,A Coruña
Ferrol,ES,Spain,GA,Galicia,C,A Coruña
Fornelos de Montes,ES,Spain,GA,Galicia,PO,Pontevedra
Gondomar,ES,Spain,GA,Galicia,PO,Pontevedra
Lalín,ES,Spain,GA,Galicia,PO,Pontevedra
Laracha,ES,Spain,GA,Galicia,C,A Coruña
Laxe,ES,Spain,GA,Galicia,PO,Pontevedra
León,ES,Spain,GA,Galicia,OR,Ourense
Lousame,ES,Spain,GA,Galicia,C,A Coruña
Lugo,ES,Spain,GA,Galicia,LU,Lugo
Marín,ES,Spain,GA,Galicia,PO,Pontevedra
Maside,ES,Spain,GA,Galicia,OR,Ourense
Meaño,ES,Spain,GA,Galicia,PO,Pontevedra
Melide,ES,Spain,GA,Galicia,C,A Coruña
Moaña,ES,Spain,GA,Galicia,PO,Pontevedra
Monforte de Lemos,ES,Spain,GA,Galicia,LU,Lugo
Monterroso,ES,Spain,GA,Galicia,LU,Lugo
Mos,ES,Spain,GA,Galicia,LU,Lugo
Mugardos,ES,Spain,GA,Galicia,C,A Coruña
Mugia,ES,Spain,GA,Galicia,C,A Coruña
Muros,ES,Spain,GA,Galicia,C,A Coruña
Narón,ES,Spain,GA,Galicia,C,A Coruña
Neda,ES,Spain,GA,Galicia,C,A Coruña
Nigrán,ES,Spain,GA,Galicia,PO,Pontevedra
Noia,ES,Spain,GA,Galicia,C,A Coruña
O Barco de Valdeorras,ES,Spain,GA,Galicia,OR,Ourense
O Carballiño,ES,Spain,GA,Galicia,OR,Ourense
O Grove,ES,Spain,GA,Galicia,PO,Pontevedra
O Rosal,ES,Spain,GA,Galicia,PO,Pontevedra
Oleiros,ES,Spain,GA,Galicia,C,A Coruña
Ordes,ES,Spain,GA,Galicia,C,A Coruña
Ourense,ES,Spain,GA,Galicia,OR,Ourense
Padrón,ES,Spain,GA,Galicia,C,A Coruña
Perillo,ES,Spain,GA,Galicia,C,A Coruña
Poio,ES,Spain,GA,Galicia,PO,Pontevedra
Ponte Caldelas,ES,Spain,GA,Galicia,PO,Pontevedra
Ponteareas,ES,Spain,GA,Galicia,PO,Pontevedra
Pontevedra,ES,Spain,GA,Galicia,PO,Pontevedra
Porriño,ES,Spain,GA,Galicia,PO,Pontevedra
Porto do Son,ES,Spain,GA,Galicia,C,A Coruña
Quiroga,ES,Spain,GA,Galicia,LU,Lugo
Redondela,ES,Spain,GA,Galicia,PO,Pontevedra
Rianxo,ES,Spain,GA,Galicia,C,A Coruña
Ribadavia,ES,Spain,GA,Galicia,OR,Ourense
Ribadeo,ES,Spain,GA,Galicia,LU,Lugo
Ribadumia,ES,Spain,GA,Galicia,PO,Pontevedra
Sada,ES,Spain,GA,Galicia,C,A Coruña
San Ciprián de Viñas,ES,Spain,GA,Galicia,OR,Ourense
Santa Uxía de Ribeira,ES,Spain,GA,Galicia,C,A Coruña
Santiago de Compostela,ES,Spain,GA,Galicia,C,A Coruña
Sanxenxo,ES,Spain,GA,Galicia,PO,Pontevedra
Sarria,ES,Spain,GA,Galicia,LU,Lugo
Silleda,ES,Spain,GA,Galicia,PO,Pontevedra
Teo,ES,Spain,GA,Galicia,C,A Coruña
Tomiño,ES,Spain,GA,Galicia,PO,Pontevedra
Tui,ES,Spain,GA,Galicia,PO,Pontevedra
Val do Dubra,ES,Spain,GA,Galicia,C,A Coruña
Verín,ES,Spain,GA,Galicia,OR,Ourense
Vigo,ES,Spain,GA,Galicia,PO,Pontevedra
Vilagarcía de Arousa,ES,Spain,GA,Galicia,PO,Pontevedra
Vilalba,ES,Spain,GA,Galicia,LU,Lugo
Vilamarín,ES,Spain,GA,Galicia,OR,Ourense
Vilanova de Arousa,ES,Spain,GA,Galicia,PO,Pontevedra
Vilar de Barrio,ES,Spain,GA,Galicia,OR,Ourense
Vilardevós,ES,Spain,GA,Galicia,OR,Ourense
Villalonga,ES,Spain,GA,Galicia,PO,Pontevedra
Viveiró,ES,Spain,GA,Galicia,LU,Lugo
Zas,ES,Spain,GA,Galicia,C,A Coruña
Alaior,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Alaró,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Alcúdia,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Algaida,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Andratx,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Ariany,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Artà,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Binissalem,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Cala Millor,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Cala Rajada,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Cala Santanyí,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Cala d'Or,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Cales de Mallorca,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Calonge,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Calvià,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Campos,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Capdepera,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Ciutadella,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Consell,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Deià,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Esporles,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Felanitx,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Ferreries,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Galilea,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Ibiza Town,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Inca,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Lloret de Vistalegre,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Lloseta,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Llubí,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Llucmajor,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Mahon,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Majorca,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Manacor,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Mancor de la Vall,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Maria de la Salut,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Marratxí,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Menorca,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Mercadal,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Montuïri,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Muro,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Palma,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Palmanova,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Peguera,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Petra,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Pollença,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Porreres,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Port d'Andratx,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Port de Pollença,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Porto Cristo,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Portocolom,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Puigpunyent,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
San Jose,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sant Antoni de Portmany,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sant Ferran de ses Roques,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sant Francesc de Formentera,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sant Joan,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sant Joan de Labritja,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sant Llorenç des Cardassar,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Santa Eugènia,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Santa Eulària des Riu,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Santa Margalida,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Santa Maria del Camí,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Santa Ponsa,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Santanyí,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sencelles,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Sineu,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Soller,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Son Ferriol,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Son Servera,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Vilafranca de Bonany,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
es Capdellà,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
sa Pobla,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
ses Salines,ES,Spain,IB,Balearic Islands,PM,Balearic Islands
Abanilla,ES,Spain,MC,Murcia,MU,Murcia
Abarán,ES,Spain,MC,Murcia,MU,Murcia
Alcantarilla,ES,Spain,MC,Murcia,MU,Murcia
Alguazas,ES,Spain,MC,Murcia,MU,Murcia
Alhama de Murcia,ES,Spain,MC,Murcia,MU,Murcia
Aljucer,ES,Spain,MC,Murcia,MU,Murcia
Alquerías,ES,Spain,MC,Murcia,MU,Murcia
Archena,ES,Spain,MC,Murcia,MU,Murcia
Avileses,ES,Spain,MC,Murcia,MU,Murcia
Balsicas,ES,Spain,MC,Murcia,MU,Murcia
Benablón,ES,Spain,MC,Murcia,MU,Murcia
Beniaján,ES,Spain,MC,Murcia,MU,Murcia
Beniel,ES,Spain,MC,Murcia,MU,Murcia
Blanca,ES,Spain,MC,Murcia,MU,Murcia
Bullas,ES,Spain,MC,Murcia,MU,Murcia
Calasparra,ES,Spain,MC,Murcia,MU,Murcia
Caravaca,ES,Spain,MC,Murcia,MU,Murcia
Carmona,ES,Spain,MC,Murcia,MU,Murcia
Cartagena,ES,Spain,MC,Murcia,MU,Murcia
Cehegín,ES,Spain,MC,Murcia,MU,Murcia
Ceuti,ES,Spain,MC,Murcia,MU,Murcia
Churra,ES,Spain,MC,Murcia,MU,Murcia
Cieza,ES,Spain,MC,Murcia,MU,Murcia
Cobatillas,ES,Spain,MC,Murcia,MU,Murcia
El Palmar,ES,Spain,MC,Murcia,MU,Murcia
El Puerto de Mazarrón,ES,Spain,MC,Murcia,MU,Murcia
El Puntal,ES,Spain,MC,Murcia,MU,Murcia
Espinardo,ES,Spain,MC,Murcia,MU,Murcia
Fortuna,ES,Spain,MC,Murcia,MU,Murcia
Fuente-Álamo de Murcia,ES,Spain,MC,Murcia,MU,Murcia
Hoya del Campo,ES,Spain,MC,Murcia,MU,Murcia
Isla Plana,ES,Spain,MC,Murcia,MU,Murcia
Javalí Nuevo,ES,Spain,MC,Murcia,MU,Murcia
Jumilla,ES,Spain,MC,Murcia,MU,Murcia
La Manga del Mar Menor,ES,Spain,MC,Murcia,MU,Murcia
La Puebla,ES,Spain,MC,Murcia,MU,Murcia
La Unión,ES,Spain,MC,Murcia,MU,Murcia
Las Torres de Cotillas,ES,Spain,MC,Murcia,MU,Murcia
Librilla,ES,Spain,MC,Murcia,MU,Murcia
Lobosillo,ES,Spain,MC,Murcia,MU,Murcia
Lorca,ES,Spain,MC,Murcia,MU,Murcia
Lorquí,ES,Spain,MC,Murcia,MU,Murcia
Los Alcázares,ES,Spain,MC,Murcia,MU,Murcia
Los Garres,ES,Spain,MC,Murcia,MU,Murcia
Mazarrón,ES,Spain,MC,Murcia,MU,Murcia
Molina de Segura,ES,Spain,MC,Murcia,MU,Murcia
Monteagudo,ES,Spain,MC,Murcia,MU,Murcia
Moratalla,ES,Spain,MC,Murcia,MU,Murcia
Mula,ES,Spain,MC,Murcia,MU,Murcia
Murcia,ES,Spain,MC,Murcia,MU,Murcia
Pliego,ES,Spain,MC,Murcia,MU,Murcia
Puerto Lumbreras,ES,Spain,MC,Murcia,MU,Murcia
Roldán,ES,Spain,MC,Murcia,MU,Murcia
San Javier,ES,Spain,MC,Murcia,MU,Murcia
San Pedro del Pinatar,ES,Spain,MC,Murcia,MU,Murcia
Sangonera la Seca,ES,Spain,MC,Murcia,MU,Murcia
Sangonera la Verde,ES,Spain,MC,Murcia,MU,Murcia
Santiago de la Ribera,ES,Spain,MC,Murcia,MU,Murcia
Santomera,ES,Spain,MC,Murcia,MU,Murcia
Torre Pacheco,ES,Spain,MC,Murcia,MU,Murcia
Torreagüera,ES,Spain,MC,Murcia,MU,Murcia
Totana,ES,Spain,MC,Murcia,MU,Murcia
Yecla,ES,Spain,MC,Murcia,MU,Murcia
Yéchar,ES,Spain,MC,Murcia,MU,Murcia
Águilas,ES,Spain,MC,Murcia,MU,Murcia
Ajalvir,ES,Spain,MD,Madrid,M,Madrid
Alcalá de Henares,ES,Spain,MD,Madrid,M,Madrid
Alcobendas,ES,Spain,MD,Madrid,M,Madrid
Alcorcón,ES,Spain,MD,Madrid,M,Madrid
Algete,ES,Spain,MD,Madrid,M,Madrid
Alpedrete,ES,Spain,MD,Madrid,M,Madrid
Aranjuez,ES,Spain,MD,Madrid,M,Madrid
Aravaca,ES,Spain,MD,Madrid,M,Madrid
Arganda,ES,Spain,MD,Madrid,M,Madrid
Arroyomolinos,ES,Spain,MD,Madrid,M,Madrid
Barajas,ES,Spain,MD,Madrid,M,Madrid
Becerril de la Sierra,ES,Spain,MD,Madrid,M,Madrid
Belmonte de Tajo,ES,Spain,MD,Madrid,M,Madrid
Boadilla del Monte,ES,Spain,MD,Madrid,M,Madrid
Brunete,ES,Spain,MD,Madrid,M,Madrid
Buitrago del Lozoya,ES,Spain,MD,Madrid,M,Madrid
Cabanillas de la Sierra,ES,Spain,MD,Madrid,M,Madrid
Cadalso de los Vidrios,ES,Spain,MD,Madrid,M,Madrid
Camarma de Esteruelas,ES,Spain,MD,Madrid,M,Madrid
Campo Real,ES,Spain,MD,Madrid,M,Madrid
Carabanchel,ES,Spain,MD,Madrid,M,Madrid
Carabaña,ES,Spain,MD,Madrid,M,Madrid
Cercedilla,ES,Spain,MD,Madrid,M,Madrid
Chamartin,ES,Spain,MD,Madrid,M,Madrid
Chamberí,ES,Spain,MD,Madrid,M,Madrid
Chinchón,ES,Spain,MD,Madrid,M,Madrid
Ciempozuelos,ES,Spain,MD,Madrid,M,Madrid
Ciudad Lineal,ES,Spain,MD,Madrid,M,Madrid
Cobeña,ES,Spain,MD,Madrid,M,Madrid
Collado Mediano,ES,Spain,MD,Madrid,M,Madrid
Collado Villalba,ES,Spain,MD,Madrid,M,Madrid
Colmenar Viejo,ES,Spain,MD,Madrid,M,Madrid
Colmenarejo,ES,Spain,MD,Madrid,M,Madrid
Coslada,ES,Spain,MD,Madrid,M,Madrid
Daganzo de Arriba,ES,Spain,MD,Madrid,M,Madrid
El Escorial,ES,Spain,MD,Madrid,M,Madrid
El Molar,ES,Spain,MD,Madrid,M,Madrid
El Vellón,ES,Spain,MD,Madrid,M,Madrid
El Álamo,ES,Spain,MD,Madrid,M,Madrid
Fuencarral-El Pardo,ES,Spain,MD,Madrid,M,Madrid
Fuenlabrada,ES,Spain,MD,Madrid,M,Madrid
Fuente el Saz,ES,Spain,MD,Madrid,M,Madrid
Galapagar,ES,Spain,MD,Madrid,M,Madrid
Getafe,ES,Spain,MD,Madrid,M,Madrid
Griñón,ES,Spain,MD,Madrid,M,Madrid
Guadalix de la Sierra,ES,Spain,MD,Madrid,M,Madrid
Guadarrama,ES,Spain,MD,Madrid,M,Madrid
Hoyo de Manzanares,ES,Spain,MD,Madrid,M,Madrid
Humanes de Madrid,ES,Spain,MD,Madrid,M,Madrid
La Cabrera,ES,Spain,MD,Madrid,M,Madrid
Las Rozas de Madrid,ES,Spain,MD,Madrid,M,Madrid
Latina,ES,Spain,MD,Madrid,M,Madrid
Leganés,ES,Spain,MD,Madrid,M,Madrid
Loeches,ES,Spain,MD,Madrid,M,Madrid
Lozoyuela,ES,Spain,MD,Madrid,M,Madrid
Madrid,ES,Spain,MD,Madrid,M,Madrid
Majadahonda,ES,Spain,MD,Madrid,M,Madrid
Meco,ES,Spain,MD,Madrid,M,Madrid
Mejorada del Campo,ES,Spain,MD,Madrid,M,Madrid
Miraflores de la Sierra,ES,Spain,MD,Madrid,M,Madrid
Moralzarzal,ES,Spain,MD,Madrid,M,Madrid
Morata de Tajuña,ES,Spain,MD,Madrid,M,Madrid
Móstoles,ES,Spain,MD,Madrid,M,Madrid
Navalagamella,ES,Spain,MD,Madrid,M,Madrid
Navalcarnero,ES,Spain,MD,Madrid,M,Madrid
Nuevo Baztán,ES,Spain,MD,Madrid,M,Madrid
Paracuellos de Jarama,ES,Spain,MD,Madrid,M,Madrid
Parla,ES,Spain,MD,Madrid,M,Madrid
Pedrezuela,ES,Spain,MD,Madrid,M,Madrid
Pelayos de la Presa,ES,Spain,MD,Madrid,M,Madrid
Perales de Tajuña,ES,Spain,MD,Madrid,M,Madrid
Pinto,ES,Spain,MD,Madrid,M,Madrid
Pozuelo de Alarcón,ES,Spain,MD,Madrid,M,Madrid
Puente de Vallecas,ES,Spain,MD,Madrid,M,Madrid
Quijorna,ES,Spain,MD,Madrid,M,Madrid
Rivas-Vaciamadrid,ES,Spain,MD,Madrid,M,Madrid
Robledo de Chavela,ES,Spain,MD,Madrid,M,Madrid
San Agustín del Guadalix,ES,Spain,MD,Madrid,M,Madrid
San Fernando de Henares,ES,Spain,MD,Madrid,M,Madrid
San Martín de Valdeiglesias,ES,Spain,MD,Madrid,M,Madrid
San Martín de la Vega,ES,Spain,MD,Madrid,M,Madrid
San Sebastián de los Reyes,ES,Spain,MD,Madrid,M,Madrid
